j1
j1, 15552, -3200, -2944, 0
j1, 15552, -3200, -2944, 41
j1, 15552, -3200, -2944, 82
j1, 15744, -2752, -3200, 123
j1, 15744, -2752, -3200, 164
j1, 15680, -2944, -3008, 205
j1, 15680, -2944, -3008, 248
j1, 15552, -2944, -2944, 289
j1, 15552, -2944, -2944, 330
j1, 15552, -2944, -2944, 371
j1, 15616, -3072, -3072, 412
j1, 15616, -3072, -3072, 452
j1, 15680, -3008, -2944, 493
j1, 15680, -3008, -2944, 534
j1, 15680, -3008, -2944, 575
j1, 15616, -3072, -3008, 616
j1, 15616, -3072, -3008, 657
j1, 15616, -2880, -3008, 700
j1, 15616, -2880, -3008, 741

j1, 15552, -2816, -2880, 782
j1, 15552, -2816, -2880, 823
j1, 15552, -2816, -2880, 864
j1, 15552, -3072, -3008, 905
j1, 15552, -3072, -3008, 946
j1, 15616, -3328, -2880, 987
j1, 15616, -3328, -2880, 1028
j1, 15168, -3264, -2752, 1071
j1, 15168, -3264, -2752, 1112
j1, 15168, -3264, -2752, 1153
j1, 14656, -3520, -2752, 1194
j1, 14656, -3520, -2752, 1235
j1, 16000, 1472, -3840, 1276
j1, 16000, 1472, -3840, 1319
j1, 12032, -7232, -7040, 1360
j1, 12032, -7232, -7040, 1401
j1, 12032, -7232, -7040, 1442
j1, 14272, 8000, -14016, 1483
j1, 14272, 8000, -14016, 1524
j1, 7488, 256, -15488, 1567
j1, 7488, 256, -15488, 1608
j1, 7488, 256, -15488, 1649

j1, 17600, -576, -17536, 1689
j1, 17600, -576, -17536, 1730
j1, 32640, -704, -11584, 1771
j1, 32640, -704, -11584, 1812
j1, 7680, -29248, 32640, 1853
j1, 7680, -29248, 32640, 1896
j1, 7680, -29248, 32640, 1937
j1, 256, 9280, -3520, 1978
j1, 256, 9280, -3520, 2019
j1, -2560, -4032, -5952, 2060
j1, -2560, -4032, -5952, 2101
j1, -64, 1152, -7232, 2142
j1, -64, 1152, -7232, 2183
j1, -64, 1152, -7232, 2224
j1, 32640, -10752, 32640, 2265
j1, 32640, -10752, 32640, 2306
j1, -10240, 9408, -10624, 2349
j1, -10240, 9408, -10624, 2390
j1, 13312, 128, -16960, 2431
j1, 13376, 128, -16960, 2472
j1, 13376, 128, -16960, 2515

j1, 8512, 2304, -12800, 2556
j1, 8512, 2304, -12800, 2597
j1, 12480, -768, -11200, 2638
j1, 12480, -768, -11200, 2679
j1, 12480, -768, -11200, 2720
j1, 13440, -384, -8064, 2761
j1, 13440, -384, -8064, 2804
j1, 13504, -3264, -7168, 2845
j1, 13504, -3264, -7168, 2886
j1, 14528, -3840, -7296, 2926
j1, 14528, -3840, -7296, 2967
j1, 14528, -3840, -7296, 3008
j1, 14400, -3456, -5504, 3049
j1, 14400, -3456, -5504, 3092
j1, 14720, -1664, -3584, 3133
j1, 14720, -1664, -3584, 3174
j1, 14784, -4352, -2624, 3215
j1, 14784, -4352, -2624, 3256
j1, 14784, -4352, -2624, 3299
j1, 15360, -3072, -2432, 3340
j1, 15360, -3072, -2432, 3381
j1, 14720, -5184, -1728, 3422
j1, 14720, -5184, -1728, 3463
j2
j2, 15488, -3520, -2880, 0
j2, 15488, -3520, -2880, 41
j2, 15424, -3136, -3264, 82
j2, 15424, -3136, -3264, 123

j2, 15488, -3456, -3008, 164
j2, 15488, -3456, -3008, 205
j2, 15296, -3648, -2752, 248
j2, 15296, -3648, -2752, 289
j2, 15296, -3648, -2752, 330
j2, 15424, -3328, -2816, 371
j2, 15424, -3328, -2816, 412
j2, 15424, -3776, -2816, 453
j2, 15424, -3776, -2816, 494
j2, 15552, -3584, -2816, 534
j2, 15552, -3584, -2816, 575
j2, 15552, -3584, -2816, 616
j2, 15552, -2880, -2880, 659
j2, 15552, -2880, -2880, 700
j2, 15424, -3392, -3328, 741
j2, 15424, -3392, -3328, 782
j2, 15424, -3392, -3328, 823
j2, 14528, -3968, -1920, 864
j2, 14528, -3968, -1920, 905
j2, 14080, -4352, -1536, 946
j2, 14080, -4352, -1536, 987
j2, 6400, -16256, -23104, 1028
j2, 6400, -16256, -23104, 107112
j2, -3584, 1728, -10432, 1153
j2, -3584, 1728, -10432, 1194
j2, 17728, 192, -17536, 1237
j2, 17728, 192, -17536, 1278
j2, 32640, -32640, 29696, 1319
j2, 32640, -32640, 29696, 1360
j2, 32640, -32640, 29696, 1401
j2, -9728, -9472, 17792, 1444
j2, -9728, -9472, 17792, 1485
j2, -1600, -8448,j2, -1600, -8448, -704, 1567
j2, 2688, -1856, 3072, 1608
j2, 2688, -1856, 3072, 1649
j2, 2688, -1856, 3072, 1690
j2, -448, 11840, -14272, 1731
j2, -448, 11840, -14272, 1774
j2, 32640, -12736, -9024, 1814
j2, 32640, -12736, -9024, 1855
j2, 32640, -12736, -9024, 1896
j2, 12864, 3776, -17344, 1937
j2, 12864, 3776, -17344, 1980
j2, 10560, 1984, -12800, 2021
j2, 10560, 1984, -12800, 2062
j2, 9408, 960, -11136, 2103
j2, 9408, 960, -11136, 2144
j2, 9408, 960, -11136, 2185
j2, 11520, -256, -12160, 2228
j2, 11520, -256, -12160, 2269
j2, 15104, 3584, -9664, 2310
j2, 15104, 3584, -9664, 2351
j2, 13696, -1344, -4608, 2392
j2, 13696, -1344, -4608, 2433
j2, 13696, -1344, -4608, 2474
j2, 14784, -3968, 448, 2517
j2, 14784, -3968, 448, 2558
j2, 14848, -3968, -1600, 2599
j2, 14848, -3968, -1600, 2640

j2, 14848, -3968, -1600, 2681
j2, 15232, -4224, -3392, 2722
j2, 15232, -4224, -3392, 2763
j2, 15360, -4544, -2432, 2806
j2, 15360, -4544, -2432, 2847
j2, 15296, -3328, -2752, 2888
j2, 15296, -3328, -2752, 2929
j2, 15296, -3328, -2752, 2970
j2, 15872, -4096, -3136, 3011
j2, 15872, -4096, -3136, 3054
j2, 15424, -2944, -3008, 3094
j2, 15424, -2944, -3008, 3135
j2, 15424, -2944, -3328, 3176
j2, 15424, -2944, -3328, 3217
j2, 15424, -2944, -3328, 3260
j2, 15488, -3200, -3264, 3301
j2, 15488, -3200, -3264, 3342
j2, 15488, -3712, -3200, 3383
j2, 15488, -3712, -3200, 3424
j2, 15424, -3456, -2944, 3465
j3
j3, 15552, -3392, -2880, 0
j3, 15552, -3392, -2880, 41

j3, 15552, -3392, -2880, 82
j3, 15360, -2880, -2944, 123
j3, 15360, -2880, -2944, 164
j3, 15168, -3072, -2624, 204
j3, 15168, -3072, -2624, 245
j3, 15936, -896, -1856, 286
j3, 15936, -896, -1856, 327
j3, 15936, -896, -1856, 368
j3, 11584, 2304, -3456, 409
j3, 11584, 2304, -3456, 450
j3, 15488, 5440, -11904, 491
j3, 15488, 5440, -11904, 532
j3, 15488, 5440, -11904, 575
j3, 14592, 128, -18304, 616
j3, 14592, 128, -18304, 657
j3, 20608, 3584, -21824, 698
j3, 20608, 3584, -21824, 739
j3, 22784, -8448, -32640, 780
j3, 22784, -8448, -32640, 821
j3, 22784, -8448, -32640, 862
j3, -8384, 25664, -16704, 905

j3, -8384, 25664, -16704, 946
j3, -1600, 5696, -6848, 987

j3, -1600, 5696, -6848, 1028
j3, 768, -256, -960, 1069
j3, 768, -256, -960, 1110

j3, 768, -256, -960, 1151

j3, 5696, -1472, -26688, 1192
j3, 5696, -1472, -26688, 1233
j3, 31808, -12608, -16832, 1274
j3, 31808, -12608, -16832, 1315
j3, 31808, -12608, -16832, 1358
j3, 7872, -2880, -17088, 1398
j3, 7872, -2880, -17088, 1439
j3, 11904, 4480, -13312, 1480
j3, 11904, 4480, -13312, 1523
j3, 10688, 4800, -11520, 1564
j3, 10688, 4800, -11520, 1605
j3, 10688, 4800, -11520, 1646
j3, 12480, -4800, -10496, 1687
j3, 12480, -4800, -10496, 1730
j3, 16512, -2816, -7552, 1771
j3, 16512, -2816, -7552, 1812
j3, 12224, 1600, -1600, 1853
j3, 12224, 1600, -1600, 1894
j3, 12224, 1600, -1600, 1935
j3, 15424, -5056, -1280, 1978
j3, 15424, -5056, -1280,2060
j3, 15424, 640, -2816, 2101
j3, 16448, -1728, -704, 2142
j3, 16448, -1728, -704, 2183
j3, 16448, -1728, -704, 2224
j3, 15872, -448, -1600, 2265
j3, 15872, -448, -1600, 2306
j3, 15040, -2880, -1600, 2349
j3, 15040, -2880, -1600, 2390
j3, 15040, -2880, -1600, 2431
j3, 15104, -3200, -2560, 2472
j3, 15104, -3200, -2560, 2513
j3, 15680, -1536, -3072, 2554
j3, 15680, -1536, -3072, 2597

j3, 15680, -2752, -2240, 2638
j3, 15680, -2752, -2240, 2678
j3, 15680, -2752, -2240, 2719
j3, 15744, -2560, -2240, 2760
j3, 15744, -2560, -2240, 2801
j3, 15616, -2688, -2304, 2844
j3, 15616, -2688, -2304, 2885
j3, 15680, -2752, -2240, 2926
j3, 15680, -2752, -2240, 2967
j3, 15680, -2752, -2240, 3008
j3, 15744, -2688, -2880, 3051
j3, 15744, -2688, -2880, 3092
j3, 15616, -2624, -3136, 3133
j3, 15616, -2624, -3136, 3174
j3, 15552, -2496, -2880, 3215
j3, 15552, -2496, -2880, 3256
j3, 15552, -2496, -2880, 3299
j3, 15872, -2368, -2752, 3340
j3, 15872, -2368, -2752, 3381
j3, 15872, -2368, -2368, 3422

j3, 15872, -2368, -2368, 3463

j4
j4, 15424, -3136, -2816, 0
j4, 15488, -3328, -2752, 41
j4, 15488, -3328, -2752, 82
j4, 15488, -3328, -2752, 123
j4, 15552, -3072, -2944, 164
j4, 15552, -3072, -2944, 205
j4, 15680, -3136, -2816, 248
j4, 15680, -3136, -2816, 288
j4, 15616, -2944, -3264, 329
j4, 15616, -2944, -3264, 370
j4, 15616, -2944, -3264, 411
j4, 15360, -3008, -3008, 452
j4, 15360, -3008, -3008, 493
j4, 15040, -3264, -3136, 534
j4, 15040, -3264, -3136, 575

j4, 15040, -3008, -2304, 616
j4, 15040, -3008, -2304, 659
00
j4, 13760, -192, -2432, 741
j4, 13760, -192, -2432, 782
j4, 12928, 2944, -8768, 823
j4, 12928, 2944, -8768, 864
j4, 12928, 2944, -8768, 905
j4, 9600, -2368, -18880, 946
j4, 9600, -2368, -18880, 987
j4, 17408, 256, -20288, 1028
j4, 17408, 256, -20288, 1069
j4, 32640, -25472, 19328, 1110
j4, 32640, -25472, 19328, 1153
j4, 32640, -25472, 19328, 1194
j4, -11840, -29952, 25216, 1235
j4, -11840, -29952, 25216, 1278
j4, -1024, -128, -8064, 1319
j4, -1024, -128, -8064, 1360
j4, -128, 1984, -2368, 1401
j4, -128, 1984, -2368, 1442
j4, -128, 1984, -2368, 1482
j4, -896, 1728, -11712, 1523
j4, -896, 1728, -11712, 1564
